smiles,e_t
C[C@](O)(CNS(=O)(=O)c1cccs1)C1CC1,68.7258224763209
Cc1nn2cc(C#N)cnc2c1Br,53.114124642917886
CCOc1ccccc1C(=O)NCCc1c[nH]cn1,76.4315686065238
C=C(C)C(=O)NCCP(=O)(OCC)OCC,53.060772415832616
CO[C@@H]1CCC[C@@H]1C/N=C(\N)N1CCCCCC1,75.32254260865739
Cc1c(C#N)c(=O)oc2ccc([N+](=O)[O-])cc12,58.75415100628743
COC[C@H](C)NS(=O)(=O)c1ccc(OC)c(C)c1,73.20000143453944
O=C(O)[C@@H]1CC12CN(C(=O)OCc1ccccc1)C2,82.83026573166717
CCOC(=O)[C@H](C)N1CC[C@@H]2C(=O)CCCC[C@@H]21,80.36182768840808
COc1ccc2c(c1)CN(C)CC[C@@H]1COC(=O)N21,73.94807973562274
C=CCNC(=O)c1c(C)nc2ccccn12,61.10807819804177
COc1cc(COC[C@@H]2CO2)cc(OC)c1OC,66.30594842194114
Cc1ccc(S(N)(=O)=O)cc1-c1nc(C2CC2)no1,68.37311756878626
O=C(Nc1nnc(C2CC2)s1)C1=COCCO1,55.39644249354024
Cc1ccc(C(=O)N2CC(n3ccnn3)C2)cc1F,74.28372249216773
CC1(NC(=O)CCCN2CCCCC2=O)CCC1,88.7303039575927
NCc1nc2cc(Cl)cc([N+](=O)[O-])c2o1,59.080344188725576
CC1=C(c2ccccc2)C=NNCC1=O,34.62113502243301
N#Cc1cnc(N2CCCCC2)nc1O,73.72216227673925
CCc1noc(C(=O)N2CC(CC)C2)n1,66.53619707375765
CCCN1CC[C@H](CO)N(C)c2nc(C)ccc2C1,72.454890273395
CC(C)c1csc(C(=O)N2CCCNC(=O)C2)n1,60.02737379295286
COC[C@]1(N)[C@H](c2cccc(Cl)c2)[C@@H]1S(C)(=O)=O,76.7769945836626
O=C1CSC(=O)N1C[C@H](O)COc1ccc(Cl)cc1,75.3571855337359
C=CCn1c(S)nnc1-c1ccncc1,69.16248459974304
CC1(CO)CN(c2ccncc2C(F)(F)F)C1,76.95945758803282
COCC1(C(=O)N[C@@H]2CN3CCC2CC3)CCC1,91.0532323922962
CN1CCCN(C(=O)COc2ccc(Cl)cc2)CC1,75.74702324264217
CO[C@@H]1CSC2(C1)CN(C(=O)c1ccc(C)cn1)C2,72.66575698065571
FC(F)(F)c1nnc(N2CCCNCC2)s1,61.62064450327307
O=C(C1CCNCC1)N1CCCN(C2CCC2)CC1,87.25865760602755
COc1ccc(OC)c(CN2CCCN(C)CC2)c1,74.08410747279413
